establecimiento_nombre,localidad_nombre,provincia_nombre,departamento_nombre
CENTRO MEDICO DE DIAGNOSTICO CERIM (ESTUDIOS RADIOLOGICOS MAMARIOS),RECOLETA,CABA,COMUNA 2
SANATORIO QUINTANA,RECOLETA,CABA,COMUNA 2
SANATORIO SAN JOSE,RECOLETA,CABA,COMUNA 2
SANATORIO OTAMENDI Y MIROLI S.A.,RECOLETA,CABA,COMUNA 2
CLINICA BAZTERRICA S.A.,RECOLETA,CABA,COMUNA 2
CLINICA Y MATERNIDAD SUIZO ARGENTINA,RECOLETA,CABA,COMUNA 2
CENTRO OFTALMOLOGICO FUNDACION ZAMBRANO CIRUGIA OCULAR,RECOLETA,CABA,COMUNA 2
CENTRO DE TRAUMATOLOGIA - VALLS,RECOLETA,CABA,COMUNA 2
CENTRO DE INVESTIGACIONES MAMARIAS,RECOLETA,CABA,COMUNA 2
LABORATORIO DE DIAGNOSTICO POR IMAGENES FUNDUS,RECOLETA,CABA,COMUNA 2
CENTRO MEDICO DE MEDICINA ESTETICA DE LA DRA. MILITO,RECOLETA,CABA,COMUNA 2
CENTRO DE HEMATOLOGIA Y ONCOLOGIA PAVLOVSKY,RECOLETA,CABA,COMUNA 2
CENTRO MEDICO ORGANIZACION MEDICA,RECOLETA,CABA,COMUNA 2
DIABAID - INSTITUTO DE ASISTENCIA INTEGRAL EN DIABETES Y PATOLOGIAS CRONICAS,RECOLETA,CABA,COMUNA 2
CENTRO DE DIAGNOSTICO DR. ENRIQUE ROSSI (SEDE BARRIO NORTE),RECOLETA,CABA,COMUNA 2
CENTRO MEDICO (GRUPO MEDICO ROSTAGNO),RECOLETA,CABA,COMUNA 2
CENTRO DR. BOTTINI DE FLEBOLOGIA Y ESTETICA,RECOLETA,CABA,COMUNA 2
CLINICA NUEVO PALERMO,RECOLETA,CABA,COMUNA 2
CENTRO MEDICO GEMA,RECOLETA,CABA,COMUNA 2
DEPARTAMENTO SANIDAD - PREFECTURA NAVAL,RECOLETA,CABA,COMUNA 2
HOSPITAL DE CLINICAS JOSE DE SAN MARTIN,RECOLETA,CABA,COMUNA 2
INSTITUTO DE INVESTIGACIONES CARDIOLOGICAS PROF. DR. ALBERTO C. TAQUINI,RECOLETA,CABA,COMUNA 2
FACULTAD DE ODONTOLOGIA - UBA,RECOLETA,CABA,COMUNA 2
CONSULTORIOS EXTERNOS ASIMRA - SEDE CENTRAL,RECOLETA,CABA,COMUNA 2
INSTITUTO DE INVESTIGACIONES HEMATOLOGICAS DR. MARIANO CASTEX,RECOLETA,CABA,COMUNA 2
CAJ - CENTRO DE ACCESO A LA JUSTICIA,BALVANERA,CABA,COMUNA 3
"SECRETARIA NACIONAL DE NIÑEZ, ADOLESCENCIA Y FAMILIA - CENTRO DE REGIMEN CERRADO MANUEL BELGRANO",BALVANERA,CABA,COMUNA 3
"SECRETARIA NACIONAL DE NIÑEZ, ADOLESCENCIA Y FAMILIA - CENTRO DE ADMISION Y DERIVACION INCHAUSTI",BALVANERA,CABA,COMUNA 3
DIRECCION DE AYUDA SOCIAL PARA EL PERSONAL DEL CONGRESO DE LA NACION,BALVANERA,CABA,COMUNA 3
OSPSA BUENOS AIRES,BALVANERA,CABA,COMUNA 3
HOSPITAL GENERAL DE AGUDOS JOSE MARIA RAMOS MEJIA,BALVANERA,CABA,COMUNA 3
CMB Nº 21,BALVANERA,CABA,COMUNA 3
CESAC Nº 11,BALVANERA,CABA,COMUNA 3
CMB Nº 29,BALVANERA,CABA,COMUNA 3
CENTRO DE SALUD MENTAL Nº 3 DR. ARTURO AMEGHINO,BALVANERA,CABA,COMUNA 3
HEALTH HOME - INTERNACION DOMICILIARIA,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO ONCOLOGICO AV. BELGRANO 2309,BALVANERA,CABA,COMUNA 3
LABORATORIO DE ANALISIS CLINICOS CALLAO 52,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO VIAMONTE 2278/80,BALVANERA,CABA,COMUNA 3
SERVICIO DE ATENCION DOMICILIARIA CENTRO ALFA,BALVANERA,CABA,COMUNA 3
SERVICIO DE ATENCION EXTRAHOSPITALARIA - PUEYRREDON 768 7ºA,BALVANERA,CABA,COMUNA 3
INSTITUTO MEDICO RIOBAMBA 429 15º,BALVANERA,CABA,COMUNA 3
INSTITUTO DE OFTALMOLOGIA  DE BUENOS AIRES,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO GRUPO OFTALMOLOGICO,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO ROMEG,BALVANERA,CABA,COMUNA 3
LABORATORIO DE ANALISIS CLINICOS CENTRALAB (CALLAO 52),BALVANERA,CABA,COMUNA 3
CENTRO MEDICO DE REHABILITACION (AV. CORRIENTES 2811),BALVANERA,CABA,COMUNA 3
CLINICA SANTA CATALINA - ANEXO,BALVANERA,CABA,COMUNA 3
CENTRO ODONTOLOGICO O.M.I.,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO PASTEUR (SALUD MENTAL),BALVANERA,CABA,COMUNA 3
CENTRO MEDICO (SARMIENTO 2055),BALVANERA,CABA,COMUNA 3
ASISTENCIA PRIVADA ODONTOLOGICA - A.P.O.,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO MEDICONEX,BALVANERA,CABA,COMUNA 3
SALUD OCULAR - ORGANIZACION OFTALMOLOGICA,BALVANERA,CABA,COMUNA 3
FUNDACION ARAUZ,BALVANERA,CABA,COMUNA 3
LABORATORIO BIOMOLECULAR S.A. (EX BIO-LAB),BALVANERA,CABA,COMUNA 3
CENTRO DOS- ASOCIACION CIVIL PARA LA ASISTENCIA Y DOCENCIA EN PSICOANALISIS,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO ZELAYA,BALVANERA,CABA,COMUNA 3
INVESTIGACIONES MEDICAS SEDE BARRIO NORTE,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO DE OBSTETRICIA,BALVANERA,CABA,COMUNA 3
CDU - CENTRO DE UROLOGIA,BALVANERA,CABA,COMUNA 3
CENTRO TRAUMATOLOGICO VIAMONTE,BALVANERA,CABA,COMUNA 3
ONCOGRUP S.A.,BALVANERA,CABA,COMUNA 3
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGIA DR. SLATKIS DANIEL,BALVANERA,CABA,COMUNA 3
PROYECTO SALUD - ATENCION DOMICILIARIA,BALVANERA,CABA,COMUNA 3
IDOM - ATENCION DOMICILIARIA,BALVANERA,CABA,COMUNA 3
FILIUM - SALUD EN CASA,BALVANERA,CABA,COMUNA 3
MD SALUD - ATENCION E INTERNACION DOMICILIARIA,BALVANERA,CABA,COMUNA 3
ADMIP -  INTERNACION DOMICILIARIA,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO LARREA O.S.E.C.A.C.,BALVANERA,CABA,COMUNA 3
CENTRO DE SALUD MENTAL -CLINICA PSIQUIATRICA BANFIELD,BALVANERA,CABA,COMUNA 3
FUNDACION MANANTIALES - SEDE CENTRAL (A),BALVANERA,CABA,COMUNA 3
"CEHTAC - CENTRO DE HEMATOLOGIA, TROMBOSIS Y ANALISIS CLINICOS",BALVANERA,CABA,COMUNA 3
CENTRO MEDICO ALBERTI,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO CONSTRUIR SALUD OSPECON,BALVANERA,CABA,COMUNA 3
CONSULTORIO MEDICO (AVENIDA CORRIENTES 2835 4º PISO),BALVANERA,CABA,COMUNA 3
CE.DE.TE. (TERAPIA RADIANTE),BALVANERA,CABA,COMUNA 3
CENTRO MEDICO DEL CIRCULO DE OFICIALES DE MAR - COM,BALVANERA,CABA,COMUNA 3
CENTRO DE MEDICINA FISICA Y REHABILITACION (FISIOMEDIC),BALVANERA,CABA,COMUNA 3
ERITROFEROM MEDICINA AMBULATORIA INTEGRAL,BALVANERA,CABA,COMUNA 3
CEUSA-LAEH LABORATORIO S.R.L.,BALVANERA,CABA,COMUNA 3
CENTRO  DE INMUNO ONCOLOGIA DR ERNESTO J. V. CRESCENTI,BALVANERA,CABA,COMUNA 3
CLINICA A.M.E.B.P.B.A.  ASOCIACION MUTUALISTA DE EMPLEADOS DEL BANCO DE LA PROVINCIA DE BUENOS AIRES,BALVANERA,CABA,COMUNA 3
INVESTIGACIONES MEDICAS SEDE CONGRESO,BALVANERA,CABA,COMUNA 3
LABORATORIO DE ANALISIS CLINICOS DR. GONZALEZ,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO MEDICAR,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO ALAS,BALVANERA,CABA,COMUNA 3
LABORATORIO DE ANALISIS CLINICOS DR. ELEMBERG,BALVANERA,CABA,COMUNA 3
LABORATORIO GENES S.R.L.,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO GYUKITS,BALVANERA,CABA,COMUNA 3
CENTRO OFTALMOLOGICO DE DIAGNOSTICO,BALVANERA,CABA,COMUNA 3
FUNDACION SALUD PARA LA COMUNIDAD,BALVANERA,CABA,COMUNA 3
SOCIEDAD ESPAÑOLA DE BENEFICENCIA HOSPITAL ESPAÑOL,BALVANERA,CABA,COMUNA 3
INSTITUTO MEDICO DE ALTA COMPLEJIDAD,BALVANERA,CABA,COMUNA 3
CLINICA DE MICROCIRUGIA S.A.,BALVANERA,CABA,COMUNA 3
SANATORIO PRIVADO DEL CENTRO,BALVANERA,CABA,COMUNA 3
SIPRO SISTEMA DE PROTECCION ODONTOLOGICA,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO DE ALTA COMPLEJIDAD DR. COIRA,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO WILLIAM OSLER,BALVANERA,CABA,COMUNA 3
INSTITUTO OFTALMOLOGICO DE BUENOS AIRES / OFTALMOS,BALVANERA,CABA,COMUNA 3
FUNDACION HEMOCENTRO INDEPENDENCIA,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO PREVENTUS Y CONSULTORIO DEL DR. JORGE SHEJTMAN,BALVANERA,CABA,COMUNA 3
CLINICA SANTA MARIA DE LOS BUENOS AIRES,BALVANERA,CABA,COMUNA 3
INSTITUTO OTORRINOLARINGOLOGICO S.A.,BALVANERA,CABA,COMUNA 3
INSTITUTO SUPERIOR DE OTORRINOLARINGOLOGIA S.A.,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO INTEGRAL CLINICA LOPEZ,BALVANERA,CABA,COMUNA 3
CENTRO ODONTOLOGICO DE INVESTIGACION Y DOCENCIA DOGMA,BALVANERA,CABA,COMUNA 3
CENTRO GALLEGO DE BUENOS AIRES,BALVANERA,CABA,COMUNA 3
SANATORIO DE LA TRINIDAD MITRE,BALVANERA,CABA,COMUNA 3
INSTITUTO MEDICO INTEGRAL DE FERTILIDAD FECUNDITAS,BALVANERA,CABA,COMUNA 3
INSTITUTO MEDICO DE OBSTETRICIA (I.M.O),BALVANERA,CABA,COMUNA 3
SANATORIO SAGRADO CORAZON,BALVANERA,CABA,COMUNA 3
SANATORIO DE LA PROVIDENCIA,BALVANERA,CABA,COMUNA 3
CLINICA SANTA CATALINA  (D),BALVANERA,CABA,COMUNA 3
DEPORTEST CENTRO DEPORTOLOGICO Y MEDICO,BALVANERA,CABA,COMUNA 3
CENTRO DE ATENCION MEDICA DE LA ASOCIACION MUTUAL UTA,BALVANERA,CABA,COMUNA 3
INSTITUTO SALUD MENTAL NUESTRA SEÑORA DE LUJAN - SEDE CASA DE MEDIO CAMINO NEW LIFE SECTOR MUJERES,BALVANERA,CABA,COMUNA 3
CEDITRIN - CENTRO DE DIAGNOSTICO Y TRATAMIENTO INTEGRAL,BALVANERA,CABA,COMUNA 3
CLINICA AMEBPBA,BALVANERA,CABA,COMUNA 3
SANATORIO FINOCHIETTO - OBRA SOCIAL DEL PERSONAL DE DIRECCION DE ACCION SOCIAL DE EMPRESARIOS (ASE),BALVANERA,CABA,COMUNA 3
CENTRO MEDICO VICENTE TALIANO - OSPEDYC,BALVANERA,CABA,COMUNA 3
CENTRO ODONTOLOGICO (GERDANNA SALUD - DIVISION ODONTOLOGIA) AATRAC - OSTRAC,BALVANERA,CABA,COMUNA 3
CENTRO DE LA MUJER Y EL NIÑO - SUTERH,BALVANERA,CABA,COMUNA 3
CONSULTORIO MEDICO Y ODONTOLOGICO - ANDAR,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO LUIS PASTEUR - SEDE CONGRESO,BALVANERA,CABA,COMUNA 3
CLINICA CIUDAD DE LA VIDA - OBRA SOCIAL DEL PERSONAL GRAFICO,BALVANERA,CABA,COMUNA 3
POLICLINICO DEL DOCENTE - OSPLAD,BALVANERA,CABA,COMUNA 3
CENTRO MEDICO Y ODONTOLOGICO - JUJUY 475,BALVANERA,CABA,COMUNA 3
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA,SAN CRISTOBAL,CABA,COMUNA 3
CMB Nº 6,SAN CRISTOBAL,CABA,COMUNA 3
CESAC Nº 45,SAN CRISTOBAL,CABA,COMUNA 3
SWISS MEDICAL,SAN CRISTOBAL,CABA,COMUNA 3
CENTRO MEDICO FRANCES DE GINECOLOGIA Y REPRODUCCION,SAN CRISTOBAL,CABA,COMUNA 3
CENTRO REGIONAL NIVEL B FUNDACION DR. MARIO JOSE MARRA,SAN CRISTOBAL,CABA,COMUNA 3
UNIDAD NEFROLOGICA ARGENTINA,SAN CRISTOBAL,CABA,COMUNA 3
CENTRO EDUCATIVO TERAPEUTICO CRECIENDO JUNTOS,SAN CRISTOBAL,CABA,COMUNA 3
OHMS MEDICINA LABORAL,SAN CRISTOBAL,CABA,COMUNA 3
CIDPEN - SERVICIO DE INTERNACION DOMICILIARIA,SAN CRISTOBAL,CABA,COMUNA 3
PROGRAMA CETRA - CENTRO PARA EL TRATAMIENTO DE LAS ADICCIONES,SAN CRISTOBAL,CABA,COMUNA 3
CENTRO DE OJOS SAN PABLO (SEDE MICROCENTRO),SAN CRISTOBAL,CABA,COMUNA 3
CLIMEDICA,SAN CRISTOBAL,CABA,COMUNA 3
CENTRO ODONTOLOGICO URQUIZA,SAN CRISTOBAL,CABA,COMUNA 3
UNIDAD ASISTENCIAL POR MAS SALUD DR. CESAR MILSTEIN (EX HOSPITAL FRANCES),SAN CRISTOBAL,CABA,COMUNA 3
CORREO OFICIAL DE LA REPUBLICA ARGENTINA SA,BARRACAS,CABA,COMUNA 4
HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER,BARRACAS,CABA,COMUNA 4
HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE,BARRACAS,CABA,COMUNA 4
HOSPITAL INFANTO JUVENIL CAROLINA TOBAR GARCIA,BARRACAS,CABA,COMUNA 4
HOSPITAL DE SALUD MENTAL JOSE T. BORDA,BARRACAS,CABA,COMUNA 4
CESAC Nº 16,BARRACAS,CABA,COMUNA 4
CESAC Nº 8,BARRACAS,CABA,COMUNA 4
CMB Nº 30,BARRACAS,CABA,COMUNA 4
CESAC Nº 1,BARRACAS,CABA,COMUNA 4
COI Nº 4,BARRACAS,CABA,COMUNA 4
CESAC Nº 10,BARRACAS,CABA,COMUNA 4
CMB Nº 37,BARRACAS,CABA,COMUNA 4
CESAC Nº 35,BARRACAS,CABA,COMUNA 4
TALLERES PROTEGIDOS DE REHABILITACION EN SALUD MENTAL,BARRACAS,CABA,COMUNA 4
UNIDADES SANITARIAS MOVILES (USAM),BARRACAS,CABA,COMUNA 4
SAME  - SISTEMA DE ATENCION MEDICA DE EMERGENCIAS,BARRACAS,CABA,COMUNA 4
HOSPITAL DE SALUD MENTAL BRAULIO MOYANO,BARRACAS,CABA,COMUNA 4
OMNI SALUD - ATENCION DOMICILIARIA,BARRACAS,CABA,COMUNA 4
ADS SALUD,BARRACAS,CABA,COMUNA 4
UNIDAD NEFROLOGICA DE INTEGRAL PEDIATRICA,BARRACAS,CABA,COMUNA 4
"CENTIR - CENTRO INTEGRAL DE DIAGNOSTICO, TRATAMIENTO Y REHABILITACION",BARRACAS,CABA,COMUNA 4
LABORATORIO DE ANALISIS CLINICOS DR. SANTAMARIA,BARRACAS,CABA,COMUNA 4
CENTRO MEDICO (BRANDSEN 1470),BARRACAS,CABA,COMUNA 4
CENTRO MEDICO Y LABORAL DR. SILVESTRIS,BARRACAS,CABA,COMUNA 4
AMBULANCIAS PRIVADAS ARGENTINAS(A.P.A. S.A.),BARRACAS,CABA,COMUNA 4
CENTRO MEDICO - CLINICA NAVEIRA,BARRACAS,CABA,COMUNA 4
CENTRO DE NEFROLOGIA  DIALISIS Y TRASPLANTE,BARRACAS,CABA,COMUNA 4
CENTRO MEDICO LEZAMA - MEDICINA LABORAL (SEDE CENTRAL),BARRACAS,CABA,COMUNA 4
HOSPITAL BRITANICO DE BUENOS AIRES,BARRACAS,CABA,COMUNA 4
CLINICA PLAN DE SALUD MENTAL S.A. (M),BARRACAS,CABA,COMUNA 4
UNIDAD SANITARIA SANIDAD DE FRONTERAS Y TRANSPORTES,BOCA,CABA,COMUNA 4
MINISTERIO DE JUSTICIA Y DDHH DE LA NACION - SEDE COSTANERA SUR,BOCA,CABA,COMUNA 4
HOSPITAL GENERAL DE AGUDOS DR. COSME ARGERICH,BOCA,CABA,COMUNA 4
HOSPITAL DE ODONTOLOGIA INFANTIL DON BENITO QUINQUELA MARTIN,BOCA,CABA,COMUNA 4
CMB Nº 1,BOCA,CABA,COMUNA 4
CESAC Nº 9,BOCA,CABA,COMUNA 4
CESAC Nº 41,BOCA,CABA,COMUNA 4
CMB Nº 10,BOCA,CABA,COMUNA 4
LABORATORIO DE ANALISIS CLINICOS MARTA ANA RICHTMANN,BOCA,CABA,COMUNA 4
SERVICIO DE ENFERMERIA AGRUPACION GUARDACOSTAS PREFECTURA NAVAL,BOCA,CABA,COMUNA 4
CENTRO MEDICO O.S.CO.NA.RA. (OBRA SOCIAL DE CONSTRUCTORES NAVALES),BOCA,CABA,COMUNA 4
CESAC Nº 32,NUEVA POMPEYA,CABA,COMUNA 4
CESAC Nº 30,NUEVA POMPEYA,CABA,COMUNA 4
CMB Nº 18,NUEVA POMPEYA,CABA,COMUNA 4
LABORATORIO DE ANALISIS CLINICOS (ALMAFUERTE 701/03),NUEVA POMPEYA,CABA,COMUNA 4
CENTRO MEDICO SOLIMED SRL AVDA LA PLATA 2966/70,NUEVA POMPEYA,CABA,COMUNA 4
CENTRO MEDICO SOLIMED - POMPEYA,NUEVA POMPEYA,CABA,COMUNA 4
CENTRO MEDICO Y ODONTOLOGICO VIRGEN DE URKUPIÑA,NUEVA POMPEYA,CABA,COMUNA 4
HOSPITAL AERONAUTICO CENTRAL,NUEVA POMPEYA,CABA,COMUNA 4
HOSPITAL NACIONAL EN RED ESPECIALIZADO EN SALUD MENTAL Y ADICCIONES - LAURA BONAPARTE  EX CENARESO,PARQUE PATRICIOS,CABA,COMUNA 4
HOSPITAL DE PEDIATRIA DR. JUAN P. GARRAHAN,PARQUE PATRICIOS,CABA,COMUNA 4
CASA MASANTONIO,PARQUE PATRICIOS,CABA,COMUNA 4
HOSPITAL GENERAL DE AGUDOS JOSE A. PENNA,PARQUE PATRICIOS,CABA,COMUNA 4
HOSPITAL MATERNO INFANTIL RAMON SARDA,PARQUE PATRICIOS,CABA,COMUNA 4
CESAC Nº 39,PARQUE PATRICIOS,CABA,COMUNA 4
CMB Nº 24,PARQUE PATRICIOS,CABA,COMUNA 4
HOSPITAL DE GASTROENTEROLOGIA  DR. CARLOS BONORINO UDAONDO,PARQUE PATRICIOS,CABA,COMUNA 4
HOSPITAL DE INFECCIOSAS FRANCISCO MUÑIZ,PARQUE PATRICIOS,CABA,COMUNA 4
BAIRES LAB S.A.,PARQUE PATRICIOS,CABA,COMUNA 4
LABORATORIO DRES. LOPARDO Y  REPETTO,PARQUE PATRICIOS,CABA,COMUNA 4
COMUNIDAD TERAPEUTICA CETRAP SRL,PARQUE PATRICIOS,CABA,COMUNA 4
CENTRO MEDICO ASOCIACION CIVIL HOSPITAL COMUNITARIO MODELO,PARQUE PATRICIOS,CABA,COMUNA 4
FRESENIUS PARQUE PATRICIOS - CENEDI,PARQUE PATRICIOS,CABA,COMUNA 4
DENTAL ESTHETIC - CLINICA DE ESTETICA E IMPLANTOLOGIA ODONTOLOGICA,PARQUE PATRICIOS,CABA,COMUNA 4
HOSPITAL COMPLEJO MEDICO DE LA POLICIA FEDERAL CHURRUCA - VISCA,PARQUE PATRICIOS,CABA,COMUNA 4
INSTITUTO DE TISIONEUMONOLOGIA PROFESOR DR. RAUL VACCAREZZA,PARQUE PATRICIOS,CABA,COMUNA 4
CENTRO MEDICO EVA PERON (CENTRO MEDICO OSPETAX),PARQUE PATRICIOS,CABA,COMUNA 4
U. 21 CENTRO PENITENCIARIO DE ENFERMEDADES INFECCIOSAS,PARQUE PATRICIOS,CABA,COMUNA 4
FUNDACION HUESPED,ALMAGRO,CABA,COMUNA 5
CESAC Nº 23,ALMAGRO,CABA,COMUNA 5
CESAC Nº 38,ALMAGRO,CABA,COMUNA 5
HOSPITAL DE ODONTOLOGIA DR. JOSE DUEÑAS,ALMAGRO,CABA,COMUNA 5
CMB Nº 16,ALMAGRO,CABA,COMUNA 5
CENTRO DE VACUNACION VACUNAR ALMAGRO,ALMAGRO,CABA,COMUNA 5
PREVIVAX,ALMAGRO,CABA,COMUNA 5
CENTRO DE SALUD MENTAL ATENEA,ALMAGRO,CABA,COMUNA 5
FUNDACION HEMOCENTRO BUENOS AIRES,ALMAGRO,CABA,COMUNA 5
LABORATORIO DE ANALISIS CLINICOS CORRIENTES 4534,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO  TCBA SALGUERO CENTRO DE DIAGNOSTICO,ALMAGRO,CABA,COMUNA 5
CONSULTORIOS MEDICOS,ALMAGRO,CABA,COMUNA 5
SOLIDARIS,ALMAGRO,CABA,COMUNA 5
ASOCIACION MUTUAL DE PROFESIONALES DEL HOSPITAL ITALIANO,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO BUENOS AIRES -  DR. LACARTA,ALMAGRO,CABA,COMUNA 5
CEMA - CENTRO MEDICO ASISTENCIAL,ALMAGRO,CABA,COMUNA 5
UNIVERSIDAD ARGENTINA JOHN F. KENNEDY - COLEGIO SARMIENTO,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO EUROSALUD,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO DE REHABILITACION INTEGRAL ALPI,ALMAGRO,CABA,COMUNA 5
LABORATORIO ONCOGEN S.R.L.,ALMAGRO,CABA,COMUNA 5
CENTRO ODONTOLOGICO DIAZ VELEZ - HOSPITAL ITALIANO,ALMAGRO,CABA,COMUNA 5
F.A.T. - FONDO DE AYUDA TOXICOLOGICA,ALMAGRO,CABA,COMUNA 5
EQUIPO INTERDISCIPLINARIO ESPACIO - CENTRO DE ESTIMULACION TEMPRANA Y REHABILITACION,ALMAGRO,CABA,COMUNA 5
LABORATORIO DIAZ VELEZ,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO SOI,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO DE REHABILITACION SANTA BARBARA,ALMAGRO,CABA,COMUNA 5
CENTRO PREV. ASIST. DE LA DROGAD. NIVEL II Y NIVEL III,ALMAGRO,CABA,COMUNA 5
CENTRO PSICOASISTENCIAL SIARC,ALMAGRO,CABA,COMUNA 5
FUNDACION CISAM - CENTRO DE INVESTIGACIONES PARA LA SALUD MENTAL,ALMAGRO,CABA,COMUNA 5
COLEGIO OFICIAL DE FARMACEUTICOS Y BIOQUIMICOS,ALMAGRO,CABA,COMUNA 5
LABORATORIO DE ANALISIS CLINICOS LACBA S.A.,ALMAGRO,CABA,COMUNA 5
LA CASA DE RONALD MCDONALD,ALMAGRO,CABA,COMUNA 5
ATMED - SERVICIO DE ATENCION DOMICILIARIA,ALMAGRO,CABA,COMUNA 5
AYUDA MEDICA,ALMAGRO,CABA,COMUNA 5
LABORATORIO DE ANALISIS CLINICOS INTEGRAL,ALMAGRO,CABA,COMUNA 5
SIDOM - INTERNACION DOMICILIARIA,ALMAGRO,CABA,COMUNA 5
CIMO - CENTRO INTEGRAL DE MEDICINA OCULAR,ALMAGRO,CABA,COMUNA 5
CENTRO ASISTENCIAL ANDREE CUISSARD DE LA ASOCIACION ARGENTINA DE PSICOLOGIA Y PSICOTERAPIA DE GRUPO,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO DR. DAVILA,ALMAGRO,CABA,COMUNA 5
GERENTCORP - INTERNACION DOMICILIARIA,ALMAGRO,CABA,COMUNA 5
FUNDACION CONVIVIR - EDUCACION SALUD Y CIUDADANIA,ALMAGRO,CABA,COMUNA 5
CENTRO INTEGRAL DE NEFROLOGIA DAOMI,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO POLICLINICA IOSE GENERAL DON OMAR CARLOS ACTIS,ALMAGRO,CABA,COMUNA 5
CLINICA OFTALMOLOGICA DE ALTA COMPLEJIDAD DR. HORACIO M. SORIANO,ALMAGRO,CABA,COMUNA 5
CENTRO JUVENIL ESPERANZA,ALMAGRO,CABA,COMUNA 5
SANATORIO DUPUYTREN,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO PARALISIS CEREBRAL - CPC,ALMAGRO,CABA,COMUNA 5
EL HOSTAL - CASA DE MEDIO CAMINO (M),ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO Y KINESICO SAN FRANCISCO,ALMAGRO,CABA,COMUNA 5
CTRO DE SALUD MENTAL AMATISTA,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO DE REHABILITACION  REBIOGRAL,ALMAGRO,CABA,COMUNA 5
INSTITUTO CENTENARIO SALUD Y CALIDAD DE VIDA,ALMAGRO,CABA,COMUNA 5
CTRO DE SALUD MENTAL PRIDELSA,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO DE CARDIOLOGIA Y REHABILITACION,ALMAGRO,CABA,COMUNA 5
LABORATORIO DE ANALISIS CLINICOS - GRUPO BIOQUIMICO,ALMAGRO,CABA,COMUNA 5
CENTRO DE RADIOTERAPIA RT - MEDRANO,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO O.S.P.E.S.A.,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO DE REHABILITACION CARI,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO HUESPED,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO IRIES - INSTITUTO DE RADIOCIRUGIA ESTEREOTAXICA DEL SUR,ALMAGRO,CABA,COMUNA 5
CENTRO ASISTENCIAL DE MEDICINA INTEGRAL CAMI,ALMAGRO,CABA,COMUNA 5
CENTRO ONCOLOGICO DE BUENOS AIRES (C.O.B.A.),ALMAGRO,CABA,COMUNA 5
CLINICA SANTA ROSA,ALMAGRO,CABA,COMUNA 5
CENTRO MEVATERAPIA S.A.,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO YATAY,ALMAGRO,CABA,COMUNA 5
CENTRO DE DIAGNOSTICO DR. ENRIQUE ROSSI - SEDE ABASTO,ALMAGRO,CABA,COMUNA 5
GENOS,ALMAGRO,CABA,COMUNA 5
CENTRO MEDICO PROCREARTE,ALMAGRO,CABA,COMUNA 5
CENTRO ODONTOLOGICO AV. CORDOBA 3264 1º,ALMAGRO,CABA,COMUNA 5
CLINICA AVRIL (INSTITUTO ALMAGRO DE SALUD) (M),ALMAGRO,CABA,COMUNA 5
CENTRO ODONTOLOGICO DEL ABASTO,ALMAGRO,CABA,COMUNA 5
CLINICA SAN JERONIMO - SEDE ABASTO,ALMAGRO,CABA,COMUNA 5
INSTITUTO ARGENTINO DE RIÑON Y TRANSPLANTE S.A.,ALMAGRO,CABA,COMUNA 5
